Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
10/01/24,Student loan,Federal student loan servicing,Struggling to repay your loan,"Problem with forgiveness, cancellation, or discharge","RE : School Misconduct/Predatory Loans XXXXXXXX/Earnest Account # XXXX I took out private loans through XXXX XXXX for my XXXX XXXXXXXX XXXX XXXX  XXXX ( years XXXXXXXX XXXX  ), owned by Career Education Corporation, in XXXX XXXX XXXX California. I have been making monthly payments on these loans for well over a decade, have never defaulted, and have already paid beyond my original principal amount. I consolidated my loans through XXXXXXXX XXXX XXXX. Ive included my most recent XXXX ( formerly XXXX XXXX ) statement. As you can see, these predatory loans have been hanging over my head for 20 years and will without relief despite recent court rulings continue for XXXX more. 

XXXX claims my debt is not eligible because it has been refinanced. They can rebrand their company and rebrand my loans as many times as they want, but the fact remains it is the exact same debt that others are getting discharged, and to punish me for being responsible about repayment is reprehensible. Of course, I expect them to seek out every loophole they can ; its how they operate, and its exactly why they have been ordered by courts to discharge so many students debt. The truth, which they acknowledge, is that they worked in conjunction with XXXX XXXX XXXX to mislead and defraud students, and that courts have already confirmed this as FACT. 

As demonstrated in the recent XXXX XXXX XXXX ruling, the school I attended during the years I attended has been found guilty of misconduct ( listed on the For-Profit School List on the XXXXXXXX XXXX  ). My story is similar to many students in the same boat : we were lied to and given false promises by recruiters and suckered into high-interest private loans through XXXX XXXX XXXX Of course the promised job placement never occurred. I received no help from the school, and in fact also discovered that theyd lied about regional accreditation. In short, like so many victims of XXXX XXXXXXXX XXXX XXXX XXXXXXXX, I was scammed. 

Because I did not default, I have not qualified for any of the settlements or lawsuits that have come up over the years directly pertaining to my XXXXXXXX XXXX, my years of attendance, and my exact XXXX XXXX loans. Recently, I was told I did not qualify for the XXXX AG Multi-State Settlement precisely because I had not defaulted. Ive been lucky in that many student debt groups have popped up in the wake of the XXXX decision ( XXXX XXXX, by the way, graduated from XXXX XXXX XXXX years after I did, so our stories could not be more similar ), including the Project on Predatory Student Lending, with whom I have also shared my story. 

It was on the XXXX XXXX XXXX XXXX ( there are so many victims that we have multiple social media groups to keep each other abreast of the happenings ) run by XXXX XXXX that I first heard whispers of a pilot program to aid in discharging these predatory private loans, whispers that offered me the first faint glimmer of hope in 20 years. 

There is now established legal precedent that my school acting in conjunction with XXXX XXXX ( XXXX XXXX ) lied to XXXX deceived, and defrauded students. In my case, this debt has defined the last XXXX years of my life, and at XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, trying to survive month to month, while my top financial priority each month is my loan payment. 

On XX/XX/XXXX the XXXX XXXX sent the department of education the XXXX XXXX XXXX : A Borrower 's Investigation details the specifics of the predatory nature of the school, including XXXX pages of evidence they have collected against XXXX and XXXX XXXX the borrowers themselves. The evidence comes from lawsuits, settlements, congressional testimony, and federal investigations. Furthermore, the Ask Letter cosigned by XXXX organizations including, XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX and others collectively recommends the broad cancellation of all XXXX XXXX loans. 

I am filing a complaint for the Department of Education to take notice that the borrowers deserve to be made whole from a governmental system of oversight that has failed them.",None,"Navient Solutions, LLC.",CA,91104,None,Consent provided,Web,11/27/24,Closed with explanation,Yes,N/A,10306177
10/16/24,Student loan,Federal student loan servicing,Struggling to repay your loan,Problem with your payment plan,I need to have assistance with the Navient Borrower. I have a federal loan with this borrower and have experienced difficulties with this company. I need assistance with filing the loan forgiveness with XXXXXXXX XXXX admin program.,None,"Navient Solutions, LLC.",OH,44221,None,Consent provided,Web,10/16/24,Closed with explanation,Yes,N/A,10478488
04/11/24,Student loan,Private student loan,Struggling to repay your loan,Can't temporarily delay making payments,"I have private loans in good standing with Navient that were obtained through XXXX XXXX XXXX as part of their high pressure sales tactics, misleading sales tactics, and deceitful practices and where my degree that was obtained with these funds, was eventually make null and void by the government roughly around 2015, when they closed XXXX. My federal loans are in process of being dismissed as part of the XXXX XXXXXXXX XXXX XXXX XXXX XXXX  involving XXXX XXXX XXXX and XXXX, and these private loans should be forgiven with them, as it is not my fault the government invalidated the degree the private loans were used to obtain. Since the government took my degree from me, the government needs to compensate me fairly by dismissing all costs related to that degree, and that included private loans disbursed to XXXX. These loans are an undue burden and act as a unfair punishment, as I continue to uphold my end of the agreement by making my payments faihtfully, but those on the other end, have not, by taking the degree obtained by the loans for those payments and making it worthless and no longer useful for improving my life circumstances and finances. While I agreed to these loans in order to obtain my degree, when I fulfilled my obligations to obtain that degree, later both XXXX and the US Government determined I should no longer have a valid degree, at took it away from me, through no fault of my own. I have been diligently making these private loan payments since, despite the extreme struggle to do so that they represent. Just as the government is supposed to fairly compensate you if they take your land, the government should also compensate those of us whose degree they invalidated and took away.

I've attached to this complaint a copy of my letter from the Dept of Education on my Federal loans being discharged due to the "" XXXX XXXX XXXX '' lawsuit, for reference.",None,"Navient Solutions, LLC.",GA,308XX,None,Consent provided,Web,04/11/24,Closed with explanation,Yes,N/A,8751914
09/22/24,Student loan,Private student loan,Dealing with your lender or servicer,Received bad information about your loan,,None,"Navient Solutions, LLC.",MI,48239,None,Consent not provided,Web,09/22/24,Closed with explanation,Yes,N/A,10207186
08/23/24,Student loan,Private student loan,Dealing with your lender or servicer,Problem with customer service,"I was contacted by the Department of education on XX/XX/year>, regarding my federal debt with the XXXX XXXX XXXX XXXX XXXX XXXX XXXX regarding that my federal debt was forgiven due to finding of fradulent practices and engaging in unlawful conduct. In the weeks following. I became aware, through the PPSL, that Navient had quietly offered a School Misconduct forgivness application. 

On XX/XX/year> I reached out to Navient 's consumer advocate email after receiving the above notice and requested documentation to allow me to apply for forgiveness for my Private loans due to the unlawful conduct. Navient responded within 3 days and I received my School Misconduct application from Navient and started gathering information from various groups organizing for forgiveness from XXXXXXXX XXXX misconduct XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX. There was very little guidance on how to properly fill out the form so I applied several documents regarding the fraud perpetuated by XXXX, my personal circumstances and whatever evidence I could find. 

I completed the form on XXXX XXXX and submitted it to Navient on XX/XX/XXXX. Navient received my completed form on XX/XX/XXXX and notified me of a forbearance on my account stating that it was needed to process the review for my forgiveness. I didn't receive any additional correspondence from Navient following the submission. 

I submitted additional evidence to the same email account with the hopes of improving the documentation on XX/XX/XXXX. This email was not responded to either automatically or otherwise. 

On XX/XX/year>, I received documentation from Navient stating that my application for school misconduct discharge was DENIED for the following reasons "" Navient carefully considers a variety of factors in determining whether a private loan should be discharged based on school misconduct and you do not meet the requirements for discharge based on misconduct by your school. '' I am currently attempting to gather more information and attempting to contact the advocate 's office to figure out whether or not I can appeal the decision, or if I can resubmit with evidence, but I haven't been able to find much more evidence. 

I submitted several letters from XXXX XXXX. Several documented cases, from the ED and the DOJ and submitted the case pertaining to the federal government forgiving my debt due to misconduct, and several personal unredacted documents. Without more insight into why Navient denied me. I've been placed back into repayment without any means of recourse. Frankly, if Navient can deny the federal government 's findings, the whole process seems to be arbitrary and biased. 

Since my application XXXX and several other senators have reached out to Navient, telling them that they had improperly denied several school misconduct discharge applications, but I'm currently waiting in the lurch to figure out what I need to do now.",None,"Navient Solutions, LLC.",CA,92027,None,Consent provided,Web,08/23/24,Closed with explanation,Yes,N/A,9891100
09/24/24,Student loan,Federal student loan servicing,Struggling to repay your loan,Problem lowering your monthly payments,,None,"Navient Solutions, LLC.",MA,01013,None,N/A,Referral,10/15/24,Closed with explanation,Yes,N/A,10241187
09/13/24,Student loan,Private student loan,Struggling to repay your loan,Problem lowering your monthly payments,"I have loans with Sallie Mae/Navient for over 20 years and still have active loans with them. During these XXXX years, especially early on, XXXX gave me really bad advice when I asked a way to lower my monthly payments. They recommended I consolidate all my loans back then under XXXX big sallie mae loan and then defer, which i did because I couldn't afford my student loans. Once consolidated, there was nothing I could do to i.e. pay off a smaller portion. That went on a for a while. No other alternative was provided and since the loans were consolidated, the interest rates and penalties have been crazy. I called them not too long ago and asked if I could make a payment towards principle to reduce my monthly amount and they said I couldnt do that either unless I chose to refi the entire loan again. The monthly amounts have been so exorbitant for so long even when i was much younger and a mom. I have been paying my loans consistently and for a long time, but I wish I had never listened to them when I was younger.",None,"Navient Solutions, LLC.",FL,33026,None,Consent provided,Web,09/13/24,Closed with explanation,Yes,N/A,10115536
06/06/24,Student loan,Private student loan,Dealing with your lender or servicer,Need information about your loan balance or loan terms,,None,"Navient Solutions, LLC.",CA,91344,Older American,Consent not provided,Web,06/06/24,Closed with explanation,Yes,N/A,9184437
10/17/24,Student loan,Private student loan,Dealing with your lender or servicer,Trouble with how payments are being handled,,None,"Navient Solutions, LLC.",SC,29403,"Older American, Servicemember",Consent not provided,Web,10/17/24,Closed with explanation,Yes,N/A,10489144
08/29/24,Student loan,Private student loan,Dealing with your lender or servicer,Problem with customer service,,None,"Navient Solutions, LLC.",VA,22903,None,Consent not provided,Web,08/29/24,Closed with explanation,Yes,N/A,9961082
05/07/24,Student loan,Private student loan,Getting a loan,High pressure sales tactics or recruiting,"I am writing to request that my private loans I had taken out with Navient while attending XXXX XXXX XXXX be refunded to me. 

I attended XXXX XXXXXXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX from XXXX for a total of just one year. I am a XXXX XXXX XXXX XXXX  and lacked the understanding and guidance of enrolling in college for the first time. When I decided to go to college I was interested in the fashion marketing degree at XXXX XXXX XXXX. From my first communication with them there was a lot of pressure to apply and get enrolled and start as early as possible. They pushed for me to start in the summer session right after college and the whole acceptance felt like it took minutes to go through. Looking back now the situation reminds me of when you go to buy a car and the sales people are pressuring you to drive off that day with a brand new car. In this case it was an expensive college degree. One area I was adamant about asking is the accreditation of the school and if I decided to transfer later if my credits were transferrable. They assured me they had the highest accreditation and any other school would accept their credits. When I transferred out a year later I found out this was not the case. I transferred to XXXX XXXX XXXX XXXX  a year after starting at XXXX and they would not accepts any o the credits I had 'earned ' at XXXX. I knew I had made the right decision to leave after one year. 

During my enrollment process at XXXX they assisted me in their office with filling out all of the paperwork I need. This included my FAFSA and loan agreements. They asked me to sign them after they went over them without me going through myself and reviewing the documents. Later on when I had transferred I remember having to complete an educational guide on borrowing money for college which I did not go through when enrolling at Ai. In this guide it discussed subsidized and unsubsidized loans and repayment. I'm not sure if regulations had changed from XXXX to XXXX, but this may have made me stop and think and make a different decision. As I was enrolling they brought to my attention that the federal loans I would be receiving were not enough to cover the cost of the school. XXXX made it seem mandatory that we attend school year round for 4 quarters instead of two semesters like a traditional college. I learned later on that student aid only covers so much for the year and if you attend two semesters instead of year round more would be covered for that time frame. However, since they said there wasn't enough to cover tuition they said I should take out Private Loans to cover the difference and that this was common practice when people attend college. XXXX was the only college I had to take out private loans, when I transferred my student aid and federal loans was enough to cover my tuition. 

I had taken two private loans out in XXXX school term for a total of {$21000.00}, one with an interest rate of 11.25 % ( {$15000.00} disbursed on XX/XX/XXXX ) and the other 8.75 % ( {$6300.00} disbursed on XX/XX/XXXX ). Much like student loans I was not required to make payments while XXXX XXXX XXXX XXXX  however interest was still accruing. The total amount of interest the accrued while I was enrolled through the duration of my education was {$18000.00}. By the time I completed my XXXX XXXX XXXX  my private loans had ballooned to {$40000.00}. This is almost equal to the amount I borrowed for 4 years at a state school. 

It is clear looking back now that XXXX XXXX XXXX along with Navient took advantage of young adults who did not have experience or guidance in making these life decisions.",None,"Navient Solutions, LLC.",PA,152XX,None,Consent provided,Web,05/07/24,Closed with explanation,Yes,N/A,8953881
04/11/24,Student loan,Private student loan,Getting a loan,High pressure sales tactics or recruiting,"XXXX University, XXXX, Florida. Dates : XXXX. Private loans were taken out between XXXX to pay for school books which were students were not permitted to buy outside of the school bookstore. High pressure sales tactics where loans were pulled out by the suggestion of the financial aid counselors. Blank documents were handed to each student class by the Dean, and coerced signatures by many students in fear of not graduating. School threatened accreditation status would be withdrawn if XXXX XXXX and survey documents weren't signed. I sent this complaint to XXXX XXXX around XXXX without any response or resolution. Private loans accrued interest to the point they doubled, nearly tripled. Total private loans taken out average minimum $ XXXX, interest shot them over $ XXXX. Recently paid off (XX/XX/XXXX ) but I am certain these funds should be reimbursed by the predatory schools due to their negligence and predation on students.",None,"Navient Solutions, LLC.",FL,337XX,None,Consent provided,Web,04/11/24,Closed with explanation,Yes,N/A,8747148
01/25/24,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Trouble with how payments are being handled,"This is Navient, and considering that they have one of the worst scores as a student loan company, it's not surprising. I am enrolled more than half time in school. They argued with me that I wasn't until I guess they were pushed into the wall. They have used my voluntary forbearance and deferment before while I was in school ( for months and months before ), even though I was clearly on the clearinghouse ( I checked ). They are now refusing to clear a late payment even though it was their issue to try to intentionally default the loan. I believe they need to be audited in how they are handling forbearance and deferment. I think they are cheating students out of theirs.",None,"Navient Solutions, LLC.",IN,476XX,None,Consent provided,Web,01/25/24,Closed with explanation,Yes,N/A,8221129
